episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
75,-6677.0,-6633.8968561496185,1.0259646559854445,4.555555555555555,45.959979989995,23.16,9.21,0.0,0.0,1.0
76,-6298.0,-6241.389298502717,0.9566509096274427,4.0472222222222225,44.55955955955956,21.73,7.91,0.0,0.0,0.0
77,-6828.0,-6765.72774985836,1.028470432122601,4.6,46.26740110165248,23.51,9.17,0.0,0.0,0.0
78,-6321.0,-6280.033324163871,0.999102466007401,4.161111111111111,45.727227227227225,22.96,9.21,0.0,0.0,1.0
79,-6760.0,-6701.752394967205,1.032485554304712,4.613888888888889,46.594094094094096,23.8,9.69,0.0,0.0,0.0
80,-6839.0,-6784.992397501333,1.0252575572291063,4.6305555555555555,46.246369554331494,23.4,9.09,0.0,0.0,0.0
81,-6734.0,-6683.941337192947,1.0110653433474373,4.5569444444444445,45.77788894447224,22.92,9.06,0.0,0.0,0.0
82,-6220.0,-6173.113312515244,0.9739356394354104,4.054166666666666,44.312812812812815,21.49,7.94,0.0,0.0,0.0
83,-6656.0,-6597.192039695489,1.0258371742276742,4.479166666666667,45.69134567283642,22.81,8.9,0.0,0.0,0.0
84,-6585.0,-6527.995253974956,1.0175335619134391,4.45,45.35817908954477,22.56,8.7,0.0,0.0,1.0
85,-6742.0,-6698.836505995317,0.9936578132586243,4.501388888888889,45.872936468234116,23.04,8.95,0.0,0.0,3.0
86,-6823.0,-6764.13426720336,1.0300233673633923,4.579166666666667,46.24024024024024,23.58,9.35,0.0,0.0,0.0
87,-6451.0,-6400.683713645506,0.9933113156995425,4.256944444444445,44.789394697348676,21.98,8.33,0.0,0.0,0.0
88,-6453.0,-6408.983942915367,0.995493542755557,4.434722222222222,45.26713356678339,22.48,8.84,0.0,0.0,0.0
89,-6730.0,-6680.928678913836,1.028511286855427,4.501388888888889,46.43221610805403,23.69,9.38,0.0,0.0,0.0
90,-6586.0,-6534.389873449487,1.008608998586762,4.413888888888889,45.951975987994,23.17,9.47,0.0,0.0,1.0
91,-6571.0,-6519.1400625849255,0.9949709783997384,4.384722222222222,45.35735735735736,22.43,8.71,0.0,0.0,2.0
92,-6804.0,-6763.636107507521,1.0287899759909271,4.663888888888889,46.37668834417209,23.61,9.45,0.0,0.0,0.0
93,-6345.0,-6297.070383568014,0.9784989372059029,4.104166666666667,44.508008008008005,21.7,7.94,0.0,0.0,0.0
94,-6594.0,-6555.013005679485,0.9876550853133665,4.458333333333333,45.149574787393696,22.39,8.43,0.0,0.0,1.0
95,-6621.0,-6573.406978286587,1.0104871841535195,4.376388888888889,45.45545545545546,22.73,8.9,0.0,0.0,0.0
96,-6392.0,-6347.737579057044,0.9795940573527919,4.195833333333334,44.95797898949475,22.25,8.46,0.0,0.0,0.0
97,-6654.0,-6610.054320870619,1.0065119397907807,4.497222222222222,45.2987987987988,22.55,8.72,0.0,0.0,1.0
98,-6683.0,-6631.7455297428805,0.9892344288879833,4.558333333333334,45.56356356356356,22.77,8.71,0.0,0.0,0.0
99,-6711.0,-6657.640835852903,0.99450576848478,4.559722222222222,45.705705705705704,22.75,8.96,0.0,0.0,2.0
